5.734739897195437752e-01 3.739221353355619559e-01 4.640299935014159383e-01 5.504118870537699770e-01 7.295654404482869726e-01
9.843082131060738593e-01 5.966967784220678084e-01 3.263792035394578930e-03 4.131755851996254947e-01 8.213009028273896561e-01
6.520436664179169242e-03 6.959016864582748818e-01 9.640783724535355592e-01 4.738729872207556593e-01 1.530784567426773934e-01
6.329450445733869612e-02 4.883919817820179810e-01 4.447563194375838691e-01 4.820544674610787728e-01 1.232073042093242421e+00
7.318874549505953730e-01 3.769815072126805194e-02 2.928919323687810827e-01 6.314884071416722033e-01 1.052467291285229756e+00
4.159336492893345172e-02 6.983693493048686030e-01 9.587307724093488970e-01 4.743093806190356587e-01 1.111909705148754340e-01
8.004278915875835398e-01 4.983040575105701642e-01 2.133031725448669980e-01 4.694473561249386528e-01 7.826598646959805894e-01
9.505975212344576208e-01 5.819107769628737437e-01 6.122704972533905138e-02 4.038355899497781953e-01 8.180170198293174044e-01
4.207680130140030728e-01 2.841768471473774538e-01 6.432734167294107408e-01 6.068395529396499732e-01 6.836609146502258261e-01
1.085851541794095931e+00 3.400062063669627710e-01 3.314143903786676559e-01 5.571268386439477416e-01 2.610188473297822553e-01
1.085465317401759666e+00 6.900154449263772305e-01 2.423403763496532748e-01 4.168275369828598476e-01 1.141438919951939385e-01
7.131104809617588858e-01 5.662340444846292176e-01 4.669784061825145161e-01 3.936715322644498416e-01 4.764973001290964127e-01
1.032884079110466979e+00 7.959475918245421111e-01 9.002799083465837238e-02 1.492717014637362678e-03 1.037432559898074036e+00
1.885359305398118801e-01 2.483840547008493438e-01 8.178466811283284787e-01 3.620588293297430926e-01 1.179210932644469301e+00
6.185294965333484329e-01 7.424041113870157860e-01 3.748909932014052870e-01 3.992321837140725416e-01 4.711779793906166192e-01
3.810229370575725638e-01 6.200979189786756107e-01 6.271078687884416025e-01 4.751387136713123294e-01 4.356547228350365897e-01
